Date,fiscal_year,fiscal_quarter,season,week_of_year,marketing_channel,spend,has_promo,promo_events
2021-09-05,2021,Q3,Fall/Winter,35,Catalog,26190.26,True,Labor Day Sale
2021-09-05,2021,Q3,Fall/Winter,35,Outdoor Media,20561.52,True,Labor Day Sale
2021-09-05,2021,Q3,Fall/Winter,35,Radio,24768.6,True,Labor Day Sale
2021-09-05,2021,Q3,Fall/Winter,35,Influencer,24502.95,True,Labor Day Sale
2021-09-12,2021,Q3,Fall/Winter,36,TV,96742.53,True,Labor Day Sale
2021-09-12,2021,Q3,Fall/Winter,36,Paid Search,88307.34,True,Labor Day Sale
2021-09-12,2021,Q3,Fall/Winter,36,Paid Social,25409.36,True,Labor Day Sale
2021-09-12,2021,Q3,Fall/Winter,36,Display,21591.07,True,Labor Day Sale
2021-09-12,2021,Q3,Fall/Winter,36,Email,24043.87,True,Labor Day Sale
2021-09-12,2021,Q3,Fall/Winter,36,Direct Mail,20516.34,True,Labor Day Sale
2021-09-12,2021,Q3,Fall/Winter,36,Catalog,22847.79,True,Labor Day Sale
2021-09-12,2021,Q3,Fall/Winter,36,Outdoor Media,26383.14,True,Labor Day Sale
2021-09-12,2021,Q3,Fall/Winter,36,Radio,29051.42,True,Labor Day Sale
2021-09-12,2021,Q3,Fall/Winter,36,Influencer,22741.76,True,Labor Day Sale
2021-09-19,2021,Q3,Fall/Winter,37,TV,46861.26,False,
2021-09-19,2021,Q3,Fall/Winter,37,Paid Search,53070.19,False,
2021-09-19,2021,Q3,Fall/Winter,37,Paid Social,10835.01,False,
2021-09-19,2021,Q3,Fall/Winter,37,Display,12152.17,False,
2021-09-19,2021,Q3,Fall/Winter,37,Email,13269.39,False,
2021-09-19,2021,Q3,Fall/Winter,37,Direct Mail,13822.38,False,
2021-09-19,2021,Q3,Fall/Winter,37,Catalog,12782.4,False,
2021-09-19,2021,Q3,Fall/Winter,37,Outdoor Media,14128.74,False,
2021-09-19,2021,Q3,Fall/Winter,37,Radio,10769.02,False,
2021-09-19,2021,Q3,Fall/Winter,37,Influencer,14226.77,False,
2021-09-26,2021,Q3,Fall/Winter,38,TV,42810.5,False,
2021-09-26,2021,Q3,Fall/Winter,38,Paid Search,54782.89,False,
2021-09-26,2021,Q3,Fall/Winter,38,Paid Social,13557.15,False,
2021-09-26,2021,Q3,Fall/Winter,38,Display,12433.05,False,
2021-09-26,2021,Q3,Fall/Winter,38,Email,14078.78,False,
2021-09-26,2021,Q3,Fall/Winter,38,Direct Mail,12647.5,False,
2021-09-26,2021,Q3,Fall/Winter,38,Catalog,10397.43,False,
2021-09-26,2021,Q3,Fall/Winter,38,Outdoor Media,12647.59,False,
2021-09-26,2021,Q3,Fall/Winter,38,Radio,13957.51,False,
2021-09-26,2021,Q3,Fall/Winter,38,Influencer,13239.86,False,
2021-10-03,2021,Q4,Fall/Winter,39,TV,49960.38,False,
2021-10-03,2021,Q4,Fall/Winter,39,Paid Search,50172.86,False,
2021-10-03,2021,Q4,Fall/Winter,39,Paid Social,11667.69,False,
2021-10-03,2021,Q4,Fall/Winter,39,Display,14003.8,False,
2021-10-03,2021,Q4,Fall/Winter,39,Email,10785.02,False,
2021-10-03,2021,Q4,Fall/Winter,39,Direct Mail,10895.42,False,
2021-10-03,2021,Q4,Fall/Winter,39,Catalog,11685.46,False,
2021-10-03,2021,Q4,Fall/Winter,39,Outdoor Media,11415.85,False,
2021-10-03,2021,Q4,Fall/Winter,39,Radio,13799.58,False,
2021-10-03,2021,Q4,Fall/Winter,39,Influencer,12628.07,False,
2021-10-10,2021,Q4,Fall/Winter,40,TV,59365.52,False,
2021-10-10,2021,Q4,Fall/Winter,40,Paid Search,57053.59,False,
2021-10-10,2021,Q4,Fall/Winter,40,Paid Social,14761.62,False,
2021-10-10,2021,Q4,Fall/Winter,40,Display,10055.84,False,
2021-10-10,2021,Q4,Fall/Winter,40,Email,14412.82,False,
2021-10-10,2021,Q4,Fall/Winter,40,Direct Mail,12194.17,False,
2021-10-10,2021,Q4,Fall/Winter,40,Catalog,14685.54,False,
2021-10-10,2021,Q4,Fall/Winter,40,Outdoor Media,14386.19,False,
2021-10-10,2021,Q4,Fall/Winter,40,Radio,12008.3,False,
2021-10-10,2021,Q4,Fall/Winter,40,Influencer,12750.99,False,
2021-10-17,2021,Q4,Fall/Winter,41,TV,56048.05,False,
2021-10-17,2021,Q4,Fall/Winter,41,Paid Search,51405.23,False,
2021-10-17,2021,Q4,Fall/Winter,41,Paid Social,11919.93,False,
2021-10-17,2021,Q4,Fall/Winter,41,Display,11722.46,False,
2021-10-17,2021,Q4,Fall/Winter,41,Email,14200.58,False,
2021-10-17,2021,Q4,Fall/Winter,41,Direct Mail,11309.79,False,
2021-10-17,2021,Q4,Fall/Winter,41,Catalog,13394.93,False,
2021-10-17,2021,Q4,Fall/Winter,41,Outdoor Media,10541.62,False,
2021-10-17,2021,Q4,Fall/Winter,41,Radio,14717.44,False,
2021-10-17,2021,Q4,Fall/Winter,41,Influencer,14499.17,False,
2021-10-24,2021,Q4,Fall/Winter,42,TV,58787.34,False,
2021-10-24,2021,Q4,Fall/Winter,42,Paid Search,57688.56,False,
2021-10-24,2021,Q4,Fall/Winter,42,Paid Social,14309.55,False,
2021-10-24,2021,Q4,Fall/Winter,42,Display,10765.16,False,
2021-10-24,2021,Q4,Fall/Winter,42,Email,13552.04,False,
2021-10-24,2021,Q4,Fall/Winter,42,Direct Mail,13277.02,False,
2021-10-24,2021,Q4,Fall/Winter,42,Catalog,13653.81,False,
2021-10-24,2021,Q4,Fall/Winter,42,Outdoor Media,14996.42,False,
2021-10-24,2021,Q4,Fall/Winter,42,Radio,12778.65,False,
2021-10-24,2021,Q4,Fall/Winter,42,Influencer,14292.97,False,
2021-10-31,2021,Q4,Fall/Winter,43,TV,56771.9,False,
2021-10-31,2021,Q4,Fall/Winter,43,Paid Search,52731.69,False,
2021-10-31,2021,Q4,Fall/Winter,43,Paid Social,14731.07,False,
2021-10-31,2021,Q4,Fall/Winter,43,Display,12603.99,False,
2021-10-31,2021,Q4,Fall/Winter,43,Email,13426.44,False,
2021-10-31,2021,Q4,Fall/Winter,43,Direct Mail,14636.51,False,
2021-10-31,2021,Q4,Fall/Winter,43,Catalog,10086.33,False,
2021-10-31,2021,Q4,Fall/Winter,43,Outdoor Media,14600.75,False,
2021-10-31,2021,Q4,Fall/Winter,43,Radio,12608.48,False,
2021-10-31,2021,Q4,Fall/Winter,43,Influencer,13334.04,False,
2021-11-07,2021,Q4,Fall/Winter,44,TV,43485.75,False,
2021-11-07,2021,Q4,Fall/Winter,44,Paid Search,42755.35,False,
2021-11-07,2021,Q4,Fall/Winter,44,Paid Social,14887.81,False,
2021-11-07,2021,Q4,Fall/Winter,44,Display,12711.87,False,
2021-11-07,2021,Q4,Fall/Winter,44,Email,13547.57,False,
2021-11-07,2021,Q4,Fall/Winter,44,Direct Mail,13921.2,False,
2021-11-07,2021,Q4,Fall/Winter,44,Catalog,13966.39,False,
2021-11-07,2021,Q4,Fall/Winter,44,Outdoor Media,14162.65,False,
2021-11-07,2021,Q4,Fall/Winter,44,Radio,13397.82,False,
2021-11-07,2021,Q4,Fall/Winter,44,Influencer,10288.04,False,
2021-11-14,2021,Q4,Fall/Winter,45,TV,59402.85,False,
2021-11-14,2021,Q4,Fall/Winter,45,Paid Search,49562.01,False,
2021-11-14,2021,Q4,Fall/Winter,45,Paid Social,13112.05,False,
2021-11-14,2021,Q4,Fall/Winter,45,Display,11635.65,False,
2021-11-14,2021,Q4,Fall/Winter,45,Email,14104.24,False,
2021-11-14,2021,Q4,Fall/Winter,45,Direct Mail,10785.33,False,
2021-11-14,2021,Q4,Fall/Winter,45,Catalog,14308.88,False,
2021-11-14,2021,Q4,Fall/Winter,45,Outdoor Media,11446.75,False,
2021-11-14,2021,Q4,Fall/Winter,45,Radio,13708.85,False,
2021-11-14,2021,Q4,Fall/Winter,45,Influencer,13296.4,False,
2021-11-21,2021,Q4,Fall/Winter,46,TV,86508.17,True,Black Friday
2021-11-21,2021,Q4,Fall/Winter,46,Paid Search,81114.61,True,Black Friday
2021-11-21,2021,Q4,Fall/Winter,46,Paid Social,24900.85,True,Black Friday
2021-11-21,2021,Q4,Fall/Winter,46,Display,24163.85,True,Black Friday
2021-11-21,2021,Q4,Fall/Winter,46,Email,20079.95,True,Black Friday
2021-11-21,2021,Q4,Fall/Winter,46,Direct Mail,23668.58,True,Black Friday
2021-11-21,2021,Q4,Fall/Winter,46,Catalog,28203.04,True,Black Friday
2021-11-21,2021,Q4,Fall/Winter,46,Outdoor Media,24412.37,True,Black Friday
2021-11-21,2021,Q4,Fall/Winter,46,Radio,27592.49,True,Black Friday
2021-11-21,2021,Q4,Fall/Winter,46,Influencer,25276.61,True,Black Friday
2021-11-28,2021,Q4,Fall/Winter,47,TV,84688.35,True,Black Friday
2021-11-28,2021,Q4,Fall/Winter,47,Paid Search,119522.97,True,Black Friday
2021-11-28,2021,Q4,Fall/Winter,47,Paid Social,25761.39,True,Black Friday
2021-11-28,2021,Q4,Fall/Winter,47,Display,25139.21,True,Black Friday
2021-11-28,2021,Q4,Fall/Winter,47,Email,23468.29,True,Black Friday
2021-11-28,2021,Q4,Fall/Winter,47,Direct Mail,28579.42,True,Black Friday
2021-11-28,2021,Q4,Fall/Winter,47,Catalog,23134.23,True,Black Friday
2021-11-28,2021,Q4,Fall/Winter,47,Outdoor Media,26309.22,True,Black Friday
2021-11-28,2021,Q4,Fall/Winter,47,Radio,24338.57,True,Black Friday
2021-11-28,2021,Q4,Fall/Winter,47,Influencer,23639.75,True,Black Friday
2021-12-05,2021,Q4,Fall/Winter,48,TV,51326.03,False,
2021-12-05,2021,Q4,Fall/Winter,48,Paid Search,51970.11,False,
2021-12-05,2021,Q4,Fall/Winter,48,Paid Social,12986.18,False,
2021-12-05,2021,Q4,Fall/Winter,48,Display,12370.6,False,
2021-12-05,2021,Q4,Fall/Winter,48,Email,10438.48,False,
2021-12-05,2021,Q4,Fall/Winter,48,Direct Mail,12305.05,False,
2021-12-05,2021,Q4,Fall/Winter,48,Catalog,12586.34,False,
2021-12-05,2021,Q4,Fall/Winter,48,Outdoor Media,12561.02,False,
2021-12-05,2021,Q4,Fall/Winter,48,Radio,14993.04,False,
2021-12-05,2021,Q4,Fall/Winter,48,Influencer,14362.91,False,
2021-12-12,2021,Q4,Fall/Winter,49,TV,42669.24,False,
2021-12-12,2021,Q4,Fall/Winter,49,Paid Search,58297.2,False,
2021-12-12,2021,Q4,Fall/Winter,49,Paid Social,12377.97,False,
2021-12-12,2021,Q4,Fall/Winter,49,Display,11594.18,False,
2021-12-12,2021,Q4,Fall/Winter,49,Email,11926.77,False,
2021-12-12,2021,Q4,Fall/Winter,49,Direct Mail,11468.24,False,
2021-12-12,2021,Q4,Fall/Winter,49,Catalog,14457.98,False,
2021-12-12,2021,Q4,Fall/Winter,49,Outdoor Media,12394.57,False,
2021-12-12,2021,Q4,Fall/Winter,49,Radio,14251.17,False,
2021-12-12,2021,Q4,Fall/Winter,49,Influencer,10067.66,False,
2021-12-19,2021,Q4,Fall/Winter,50,TV,45000.01,False,
2021-12-19,2021,Q4,Fall/Winter,50,Paid Search,46951.63,False,
2021-12-19,2021,Q4,Fall/Winter,50,Paid Social,12753.92,False,
2021-12-19,2021,Q4,Fall/Winter,50,Display,13245.48,False,
2021-12-19,2021,Q4,Fall/Winter,50,Email,10282.29,False,
2021-12-19,2021,Q4,Fall/Winter,50,Direct Mail,14783.62,False,
2021-12-19,2021,Q4,Fall/Winter,50,Catalog,13855.78,False,
2021-12-19,2021,Q4,Fall/Winter,50,Outdoor Media,12746.49,False,
2021-12-19,2021,Q4,Fall/Winter,50,Radio,10209.3,False,
2021-12-19,2021,Q4,Fall/Winter,50,Influencer,11200.84,False,
2021-12-26,2021,Q4,Fall/Winter,51,TV,87481.42,True,Holiday Clearance
2021-12-26,2021,Q4,Fall/Winter,51,Paid Search,118897.7,True,Holiday Clearance
2021-12-26,2021,Q4,Fall/Winter,51,Paid Social,29787.51,True,Holiday Clearance
2021-12-26,2021,Q4,Fall/Winter,51,Display,27333.68,True,Holiday Clearance
2021-12-26,2021,Q4,Fall/Winter,51,Email,22765.36,True,Holiday Clearance
2021-12-26,2021,Q4,Fall/Winter,51,Direct Mail,22004.59,True,Holiday Clearance
2021-12-26,2021,Q4,Fall/Winter,51,Catalog,28935.71,True,Holiday Clearance
2021-12-26,2021,Q4,Fall/Winter,51,Outdoor Media,25044.55,True,Holiday Clearance
2021-12-26,2021,Q4,Fall/Winter,51,Radio,20554.48,True,Holiday Clearance
2021-12-26,2021,Q4,Fall/Winter,51,Influencer,26362.44,True,Holiday Clearance
2022-01-02,2022,Q1,Spring/Summer,52,TV,80983.54,True,Winter Clearance
2022-01-02,2022,Q1,Spring/Summer,52,Paid Search,102371.87,True,Winter Clearance
2022-01-02,2022,Q1,Spring/Summer,52,Paid Social,27445.52,True,Winter Clearance
2022-01-02,2022,Q1,Spring/Summer,52,Display,22761.76,True,Winter Clearance
2022-01-02,2022,Q1,Spring/Summer,52,Email,28812.16,True,Winter Clearance
2022-01-02,2022,Q1,Spring/Summer,52,Direct Mail,23651.72,True,Winter Clearance
2022-01-02,2022,Q1,Spring/Summer,52,Catalog,28250.68,True,Winter Clearance
2022-01-02,2022,Q1,Spring/Summer,52,Outdoor Media,22971.74,True,Winter Clearance
2022-01-02,2022,Q1,Spring/Summer,52,Radio,28653.64,True,Winter Clearance
2022-01-02,2022,Q1,Spring/Summer,52,Influencer,21977.43,True,Winter Clearance
2022-01-09,2022,Q1,Spring/Summer,1,TV,81730.13,True,Winter Clearance
2022-01-09,2022,Q1,Spring/Summer,1,Paid Search,92732.19,True,Winter Clearance
2022-01-09,2022,Q1,Spring/Summer,1,Paid Social,23994.48,True,Winter Clearance
2022-01-09,2022,Q1,Spring/Summer,1,Display,29073.27,True,Winter Clearance
2022-01-09,2022,Q1,Spring/Summer,1,Email,20609.67,True,Winter Clearance
2022-01-09,2022,Q1,Spring/Summer,1,Direct Mail,20953.3,True,Winter Clearance
2022-01-09,2022,Q1,Spring/Summer,1,Catalog,26085.06,True,Winter Clearance
2022-01-09,2022,Q1,Spring/Summer,1,Outdoor Media,25426.77,True,Winter Clearance
2022-01-09,2022,Q1,Spring/Summer,1,Radio,29302.8,True,Winter Clearance
2022-01-09,2022,Q1,Spring/Summer,1,Influencer,28348.04,True,Winter Clearance
2022-01-16,2022,Q1,Spring/Summer,2,TV,108527.24,True,Winter Clearance
2022-01-16,2022,Q1,Spring/Summer,2,Paid Search,97542.12,True,Winter Clearance
2022-01-16,2022,Q1,Spring/Summer,2,Paid Social,24326.22,True,Winter Clearance
2022-01-16,2022,Q1,Spring/Summer,2,Display,20119.67,True,Winter Clearance
2022-01-16,2022,Q1,Spring/Summer,2,Email,23667.42,True,Winter Clearance
2022-01-16,2022,Q1,Spring/Summer,2,Direct Mail,25977.89,True,Winter Clearance
2022-01-16,2022,Q1,Spring/Summer,2,Catalog,22175.27,True,Winter Clearance
2022-01-16,2022,Q1,Spring/Summer,2,Outdoor Media,25684.58,True,Winter Clearance
2022-01-16,2022,Q1,Spring/Summer,2,Radio,25940.78,True,Winter Clearance
2022-01-16,2022,Q1,Spring/Summer,2,Influencer,26880.92,True,Winter Clearance
2022-01-23,2022,Q1,Spring/Summer,3,TV,113920.52,True,Winter Clearance
2022-01-23,2022,Q1,Spring/Summer,3,Paid Search,116293.62,True,Winter Clearance
2022-01-23,2022,Q1,Spring/Summer,3,Paid Social,20532.66,True,Winter Clearance
2022-01-23,2022,Q1,Spring/Summer,3,Display,21051.54,True,Winter Clearance
2022-01-23,2022,Q1,Spring/Summer,3,Email,23394.91,True,Winter Clearance
2022-01-23,2022,Q1,Spring/Summer,3,Direct Mail,21520.96,True,Winter Clearance
2022-01-23,2022,Q1,Spring/Summer,3,Catalog,27060.33,True,Winter Clearance
2022-01-23,2022,Q1,Spring/Summer,3,Outdoor Media,29124.93,True,Winter Clearance
2022-01-23,2022,Q1,Spring/Summer,3,Radio,24928.5,True,Winter Clearance
2022-01-23,2022,Q1,Spring/Summer,3,Influencer,28263.66,True,Winter Clearance
2022-01-30,2022,Q1,Spring/Summer,4,TV,90179.15,True,Winter Clearance
2022-01-30,2022,Q1,Spring/Summer,4,Paid Search,87160.31,True,Winter Clearance
2022-01-30,2022,Q1,Spring/Summer,4,Paid Social,24213.34,True,Winter Clearance
2022-01-30,2022,Q1,Spring/Summer,4,Display,23998.61,True,Winter Clearance
2022-01-30,2022,Q1,Spring/Summer,4,Email,24845.64,True,Winter Clearance
2022-01-30,2022,Q1,Spring/Summer,4,Direct Mail,20550.6,True,Winter Clearance
2022-01-30,2022,Q1,Spring/Summer,4,Catalog,26829.21,True,Winter Clearance
2022-01-30,2022,Q1,Spring/Summer,4,Outdoor Media,24182.8,True,Winter Clearance
2022-01-30,2022,Q1,Spring/Summer,4,Radio,21980.71,True,Winter Clearance
2022-01-30,2022,Q1,Spring/Summer,4,Influencer,26618.31,True,Winter Clearance
2022-02-06,2022,Q1,Spring/Summer,5,TV,44569.35,False,
2022-02-06,2022,Q1,Spring/Summer,5,Paid Search,41242.5,False,
2022-02-06,2022,Q1,Spring/Summer,5,Paid Social,13150.42,False,
2022-02-06,2022,Q1,Spring/Summer,5,Display,12496.96,False,
2022-02-06,2022,Q1,Spring/Summer,5,Email,14411.55,False,
2022-02-06,2022,Q1,Spring/Summer,5,Direct Mail,12019.87,False,
2022-02-06,2022,Q1,Spring/Summer,5,Catalog,12066.39,False,
2022-02-06,2022,Q1,Spring/Summer,5,Outdoor Media,12979.39,False,
2022-02-06,2022,Q1,Spring/Summer,5,Radio,12006.78,False,
2022-02-06,2022,Q1,Spring/Summer,5,Influencer,10008.2,False,
2022-02-13,2022,Q1,Spring/Summer,6,TV,41344.03,False,
2022-02-13,2022,Q1,Spring/Summer,6,Paid Search,46329.18,False,
2022-02-13,2022,Q1,Spring/Summer,6,Paid Social,14759.35,False,
2022-02-13,2022,Q1,Spring/Summer,6,Display,12685.87,False,
2022-02-13,2022,Q1,Spring/Summer,6,Email,12587.93,False,
2022-02-13,2022,Q1,Spring/Summer,6,Direct Mail,10112.24,False,
2022-02-13,2022,Q1,Spring/Summer,6,Catalog,12296.58,False,
2022-02-13,2022,Q1,Spring/Summer,6,Outdoor Media,12009.98,False,
2022-02-13,2022,Q1,Spring/Summer,6,Radio,12564.24,False,
2022-02-13,2022,Q1,Spring/Summer,6,Influencer,10751.58,False,
2022-02-20,2022,Q1,Spring/Summer,7,TV,50357.47,False,
2022-02-20,2022,Q1,Spring/Summer,7,Paid Search,44933.78,False,
2022-02-20,2022,Q1,Spring/Summer,7,Paid Social,12529.44,False,
2022-02-20,2022,Q1,Spring/Summer,7,Display,11210.61,False,
2022-02-20,2022,Q1,Spring/Summer,7,Email,10840.93,False,
2022-02-20,2022,Q1,Spring/Summer,7,Direct Mail,10207.28,False,
2022-02-20,2022,Q1,Spring/Summer,7,Catalog,14463.23,False,
2022-02-20,2022,Q1,Spring/Summer,7,Outdoor Media,13326.22,False,
2022-02-20,2022,Q1,Spring/Summer,7,Radio,14608.18,False,
2022-02-20,2022,Q1,Spring/Summer,7,Influencer,10699.85,False,
2022-02-27,2022,Q1,Spring/Summer,8,TV,53399.89,False,
2022-02-27,2022,Q1,Spring/Summer,8,Paid Search,46566.91,False,
2022-02-27,2022,Q1,Spring/Summer,8,Paid Social,12088.62,False,
2022-02-27,2022,Q1,Spring/Summer,8,Display,13215.97,False,
2022-02-27,2022,Q1,Spring/Summer,8,Email,13431.91,False,
2022-02-27,2022,Q1,Spring/Summer,8,Direct Mail,11221.65,False,
2022-02-27,2022,Q1,Spring/Summer,8,Catalog,12345.1,False,
2022-02-27,2022,Q1,Spring/Summer,8,Outdoor Media,10013.63,False,
2022-02-27,2022,Q1,Spring/Summer,8,Radio,12443.14,False,
2022-02-27,2022,Q1,Spring/Summer,8,Influencer,14307.68,False,
2022-03-06,2022,Q1,Spring/Summer,9,TV,55043.14,False,
2022-03-06,2022,Q1,Spring/Summer,9,Paid Search,42620.05,False,
2022-03-06,2022,Q1,Spring/Summer,9,Paid Social,12957.02,False,
2022-03-06,2022,Q1,Spring/Summer,9,Display,11358.11,False,
2022-03-06,2022,Q1,Spring/Summer,9,Email,10185.22,False,
2022-03-06,2022,Q1,Spring/Summer,9,Direct Mail,12295.76,False,
2022-03-06,2022,Q1,Spring/Summer,9,Catalog,10058.66,False,
2022-03-06,2022,Q1,Spring/Summer,9,Outdoor Media,14127.19,False,
2022-03-06,2022,Q1,Spring/Summer,9,Radio,14270.91,False,
2022-03-06,2022,Q1,Spring/Summer,9,Influencer,14588.27,False,
2022-03-13,2022,Q1,Spring/Summer,10,TV,45885.95,False,
2022-03-13,2022,Q1,Spring/Summer,10,Paid Search,55883.67,False,
2022-03-13,2022,Q1,Spring/Summer,10,Paid Social,13978.89,False,
2022-03-13,2022,Q1,Spring/Summer,10,Display,11857.46,False,
2022-03-13,2022,Q1,Spring/Summer,10,Email,13028.15,False,
2022-03-13,2022,Q1,Spring/Summer,10,Direct Mail,11203.77,False,
2022-03-13,2022,Q1,Spring/Summer,10,Catalog,11250.46,False,
2022-03-13,2022,Q1,Spring/Summer,10,Outdoor Media,14056.35,False,
2022-03-13,2022,Q1,Spring/Summer,10,Radio,11354.51,False,
2022-03-13,2022,Q1,Spring/Summer,10,Influencer,13396.06,False,
2022-03-20,2022,Q1,Spring/Summer,11,TV,57779.9,False,
2022-03-20,2022,Q1,Spring/Summer,11,Paid Search,58905.49,False,
2022-03-20,2022,Q1,Spring/Summer,11,Paid Social,13395.98,False,
2022-03-20,2022,Q1,Spring/Summer,11,Display,14414.03,False,
2022-03-20,2022,Q1,Spring/Summer,11,Email,10493.54,False,
2022-03-20,2022,Q1,Spring/Summer,11,Direct Mail,11977.06,False,
2022-03-20,2022,Q1,Spring/Summer,11,Catalog,10897.96,False,
2022-03-20,2022,Q1,Spring/Summer,11,Outdoor Media,12336.74,False,
2022-03-20,2022,Q1,Spring/Summer,11,Radio,13225.74,False,
2022-03-20,2022,Q1,Spring/Summer,11,Influencer,10693.87,False,
2022-03-27,2022,Q1,Spring/Summer,12,TV,47896.26,False,
2022-03-27,2022,Q1,Spring/Summer,12,Paid Search,43452.14,False,
2022-03-27,2022,Q1,Spring/Summer,12,Paid Social,10012.29,False,
2022-03-27,2022,Q1,Spring/Summer,12,Display,12786.3,False,
2022-03-27,2022,Q1,Spring/Summer,12,Email,12919.17,False,
2022-03-27,2022,Q1,Spring/Summer,12,Direct Mail,13737.62,False,
2022-03-27,2022,Q1,Spring/Summer,12,Catalog,14074.29,False,
2022-03-27,2022,Q1,Spring/Summer,12,Outdoor Media,11829.47,False,
2022-03-27,2022,Q1,Spring/Summer,12,Radio,10575.03,False,
2022-03-27,2022,Q1,Spring/Summer,12,Influencer,11873.32,False,
2022-04-03,2022,Q2,Spring/Summer,13,TV,53744.7,False,
2022-04-03,2022,Q2,Spring/Summer,13,Paid Search,46993.0,False,
2022-04-03,2022,Q2,Spring/Summer,13,Paid Social,11948.32,False,
2022-04-03,2022,Q2,Spring/Summer,13,Display,10391.86,False,
2022-04-03,2022,Q2,Spring/Summer,13,Email,10285.56,False,
2022-04-03,2022,Q2,Spring/Summer,13,Direct Mail,12407.75,False,
2022-04-03,2022,Q2,Spring/Summer,13,Catalog,14243.24,False,
2022-04-03,2022,Q2,Spring/Summer,13,Outdoor Media,13975.69,False,
2022-04-03,2022,Q2,Spring/Summer,13,Radio,12794.32,False,
2022-04-03,2022,Q2,Spring/Summer,13,Influencer,13484.14,False,
2022-04-10,2022,Q2,Spring/Summer,14,TV,47335.79,False,
2022-04-10,2022,Q2,Spring/Summer,14,Paid Search,58789.09,False,
2022-04-10,2022,Q2,Spring/Summer,14,Paid Social,10516.58,False,
2022-04-10,2022,Q2,Spring/Summer,14,Display,10247.11,False,
2022-04-10,2022,Q2,Spring/Summer,14,Email,13175.8,False,
2022-04-10,2022,Q2,Spring/Summer,14,Direct Mail,10939.28,False,
2022-04-10,2022,Q2,Spring/Summer,14,Catalog,11875.88,False,
2022-04-10,2022,Q2,Spring/Summer,14,Outdoor Media,12194.76,False,
2022-04-10,2022,Q2,Spring/Summer,14,Radio,13566.71,False,
2022-04-10,2022,Q2,Spring/Summer,14,Influencer,10249.03,False,
2022-04-17,2022,Q2,Spring/Summer,15,TV,48534.13,False,
2022-04-17,2022,Q2,Spring/Summer,15,Paid Search,47102.18,False,
2022-04-17,2022,Q2,Spring/Summer,15,Paid Social,11538.56,False,
2022-04-17,2022,Q2,Spring/Summer,15,Display,14284.22,False,
2022-04-17,2022,Q2,Spring/Summer,15,Email,12531.14,False,
2022-04-17,2022,Q2,Spring/Summer,15,Direct Mail,12713.25,False,
2022-04-17,2022,Q2,Spring/Summer,15,Catalog,12716.02,False,
2022-04-17,2022,Q2,Spring/Summer,15,Outdoor Media,12713.98,False,
2022-04-17,2022,Q2,Spring/Summer,15,Radio,11068.84,False,
2022-04-17,2022,Q2,Spring/Summer,15,Influencer,13158.03,False,
2022-04-24,2022,Q2,Spring/Summer,16,TV,57658.07,False,
2022-04-24,2022,Q2,Spring/Summer,16,Paid Search,40899.21,False,
2022-04-24,2022,Q2,Spring/Summer,16,Paid Social,12849.98,False,
2022-04-24,2022,Q2,Spring/Summer,16,Display,14609.25,False,
2022-04-24,2022,Q2,Spring/Summer,16,Email,11811.13,False,
2022-04-24,2022,Q2,Spring/Summer,16,Direct Mail,11428.02,False,
2022-04-24,2022,Q2,Spring/Summer,16,Catalog,11079.79,False,
2022-04-24,2022,Q2,Spring/Summer,16,Outdoor Media,14243.91,False,
2022-04-24,2022,Q2,Spring/Summer,16,Radio,10492.36,False,
2022-04-24,2022,Q2,Spring/Summer,16,Influencer,14805.35,False,
2022-05-01,2022,Q2,Spring/Summer,17,TV,45209.56,False,
2022-05-01,2022,Q2,Spring/Summer,17,Paid Search,57873.63,False,
2022-05-01,2022,Q2,Spring/Summer,17,Paid Social,10547.75,False,
2022-05-01,2022,Q2,Spring/Summer,17,Display,13052.27,False,
2022-05-01,2022,Q2,Spring/Summer,17,Email,10451.56,False,
2022-05-01,2022,Q2,Spring/Summer,17,Direct Mail,14458.47,False,
2022-05-01,2022,Q2,Spring/Summer,17,Catalog,13718.68,False,
2022-05-01,2022,Q2,Spring/Summer,17,Outdoor Media,12398.59,False,
2022-05-01,2022,Q2,Spring/Summer,17,Radio,13529.85,False,
2022-05-01,2022,Q2,Spring/Summer,17,Influencer,12750.15,False,
2022-05-08,2022,Q2,Spring/Summer,18,TV,58187.58,False,
2022-05-08,2022,Q2,Spring/Summer,18,Paid Search,52372.17,False,
2022-05-08,2022,Q2,Spring/Summer,18,Paid Social,11747.46,False,
2022-05-08,2022,Q2,Spring/Summer,18,Display,13836.03,False,
2022-05-08,2022,Q2,Spring/Summer,18,Email,10516.3,False,
2022-05-08,2022,Q2,Spring/Summer,18,Direct Mail,10524.18,False,
2022-05-08,2022,Q2,Spring/Summer,18,Catalog,12230.45,False,
2022-05-08,2022,Q2,Spring/Summer,18,Outdoor Media,14913.3,False,
2022-05-08,2022,Q2,Spring/Summer,18,Radio,14410.87,False,
2022-05-08,2022,Q2,Spring/Summer,18,Influencer,13276.13,False,
2022-05-15,2022,Q2,Spring/Summer,19,TV,104097.65,True,Anniversary Sale
2022-05-15,2022,Q2,Spring/Summer,19,Paid Search,83356.3,True,Anniversary Sale
2022-05-15,2022,Q2,Spring/Summer,19,Paid Social,23928.09,True,Anniversary Sale
2022-05-15,2022,Q2,Spring/Summer,19,Display,26536.5,True,Anniversary Sale
